
Epoch 1/15
----------------------------------------
  Batch 50: Loss=8.9268, Acc=0.0450
  Batch 1700: Loss=0.2265, Acc=0.9748
  Batch 1750: Loss=0.1584, Acc=0.9779
  Batch 1800: Loss=0.2845, Acc=0.9528
  Batch 1850: Loss=0.5314, Acc=0.9250
  Batch 1900: Loss=0.2934, Acc=0.9574
  Batch 1950: Loss=0.4257, Acc=0.9374
  Batch 2000: Loss=0.2594, Acc=0.9662
  Batch 2050: Loss=0.1466, Acc=0.9805
  Batch 2100: Loss=0.2255, Acc=0.9674
  Batch 2150: Loss=0.1963, Acc=0.9748

  Train Loss: 0.2374, Train Acc: 0.9683
  Val Loss: 0.1890, Val Acc: 0.9811
  ✓ Saved best model (val_loss=0.1890)

Epoch 13/15
----------------------------------------
  Batch 50: Loss=0.1160, Acc=0.9853
  Batch 100: Loss=0.1685, Acc=0.9802
  Batch 150: Loss=0.2133, Acc=0.9761
  Batch 200: Loss=0.1103, Acc=0.9839
  Batch 250: Loss=0.2372, Acc=0.9654
  Batch 300: Loss=0.0961, Acc=0.9870
  Batch 350: Loss=0.1439, Acc=0.9810
  Batch 400: Loss=0.0823, Acc=0.9929
  Batch 450: Loss=0.1706, Acc=0.9751
  Batch 500: Loss=0.1430, Acc=0.9826
  Batch 550: Loss=0.0375, Acc=0.9967
  Batch 600: Loss=0.1141, Acc=0.9809
  Batch 650: Loss=0.0953, Acc=0.9893
  Batch 700: Loss=0.3230, Acc=0.9558
  Batch 750: Loss=0.2184, Acc=0.9658
  Batch 800: Loss=0.0995, Acc=0.9870
  Batch 850: Loss=0.0898, Acc=0.9923
  Batch 900: Loss=0.3095, Acc=0.9542
  Batch 950: Loss=0.1865, Acc=0.9735
  Batch 1000: Loss=0.1818, Acc=0.9757
  Batch 1050: Loss=0.2518, Acc=0.9615
  Batch 1100: Loss=0.1224, Acc=0.9841
  Batch 1150: Loss=0.1571, Acc=0.9806
  Batch 1200: Loss=0.1879, Acc=0.9768
  Batch 1250: Loss=0.1246, Acc=0.9837
  Batch 1300: Loss=0.2270, Acc=0.9709
  Batch 1350: Loss=0.0944, Acc=0.9921
  Batch 1400: Loss=0.1821, Acc=0.9791
  Batch 1450: Loss=0.2873, Acc=0.9561
  Batch 1500: Loss=0.1499, Acc=0.9841
  Batch 1550: Loss=0.0705, Acc=0.9923
  Batch 1600: Loss=0.1206, Acc=0.9860
  Batch 1650: Loss=0.1174, Acc=0.9865
  Batch 1700: Loss=0.0803, Acc=0.9920
  Batch 1750: Loss=0.1188, Acc=0.9868
  Batch 1800: Loss=0.1117, Acc=0.9881
  Batch 1850: Loss=0.1098, Acc=0.9856
  Batch 1900: Loss=0.3043, Acc=0.9555
  Batch 1950: Loss=0.2392, Acc=0.9652
  Batch 2000: Loss=0.1365, Acc=0.9884
  Batch 2050: Loss=0.1463, Acc=0.9803
  Batch 2100: Loss=0.1836, Acc=0.9688
  Batch 2150: Loss=0.0692, Acc=0.9964

  Train Loss: 0.1831, Train Acc: 0.9757
  Val Loss: 0.1576, Val Acc: 0.9858
  ✓ Saved best model (val_loss=0.1576)

Epoch 14/15
----------------------------------------
  Batch 50: Loss=0.2159, Acc=0.9666
  Batch 100: Loss=0.2001, Acc=0.9748
  Batch 150: Loss=0.1077, Acc=0.9865
  Batch 200: Loss=0.1156, Acc=0.9839
  Batch 250: Loss=0.0979, Acc=0.9942
  Batch 300: Loss=0.1280, Acc=0.9848
  Batch 350: Loss=0.1855, Acc=0.9728
  Batch 400: Loss=0.1302, Acc=0.9825
  Batch 450: Loss=0.1276, Acc=0.9830
  Batch 500: Loss=0.1838, Acc=0.9759
  Batch 550: Loss=0.0676, Acc=0.9924
  Batch 600: Loss=0.0836, Acc=0.9900
  Batch 650: Loss=0.2128, Acc=0.9764
  Batch 700: Loss=0.1220, Acc=0.9863
  Batch 750: Loss=0.2363, Acc=0.9631
  Batch 800: Loss=0.1853, Acc=0.9760
  Batch 850: Loss=0.1397, Acc=0.9827
  Batch 900: Loss=0.1877, Acc=0.9725
  Batch 950: Loss=0.0918, Acc=0.9882
  Batch 1000: Loss=0.2429, Acc=0.9661
  Batch 1050: Loss=0.1908, Acc=0.9783
  Batch 1100: Loss=0.1833, Acc=0.9768
  Batch 1150: Loss=0.0678, Acc=0.9930
  Batch 1200: Loss=0.0772, Acc=0.9880
  Batch 1250: Loss=0.1858, Acc=0.9769
  Batch 1300: Loss=0.1488, Acc=0.9767
  Batch 1350: Loss=0.0688, Acc=0.9937
  Batch 1400: Loss=0.0974, Acc=0.9883
  Batch 1450: Loss=0.0524, Acc=0.9883
  Batch 1500: Loss=0.0917, Acc=0.9913
  Batch 1550: Loss=0.1345, Acc=0.9791
  Batch 1600: Loss=0.1538, Acc=0.9809
  Batch 1650: Loss=0.1598, Acc=0.9814
  Batch 1700: Loss=0.0906, Acc=0.9915
  Batch 1750: Loss=0.0833, Acc=0.9906
  Batch 1800: Loss=0.1110, Acc=0.9834
  Batch 1850: Loss=0.1104, Acc=0.9853
  Batch 1900: Loss=0.3045, Acc=0.9536
  Batch 1950: Loss=0.1535, Acc=0.9713
  Batch 2000: Loss=0.1324, Acc=0.9848
  Batch 2050: Loss=0.1706, Acc=0.9740
  Batch 2100: Loss=0.1188, Acc=0.9863
  Batch 2150: Loss=0.1387, Acc=0.9769

  Train Loss: 0.1440, Train Acc: 0.9809
  Val Loss: 0.1365, Val Acc: 0.9884
  ✓ Saved best model (val_loss=0.1365)

Epoch 15/15
----------------------------------------
  Batch 50: Loss=0.0821, Acc=0.9917
  Batch 100: Loss=0.1011, Acc=0.9871
  Batch 150: Loss=0.0837, Acc=0.9883
  Batch 200: Loss=0.2109, Acc=0.9691
  Batch 250: Loss=0.1211, Acc=0.9855
  Batch 300: Loss=0.1229, Acc=0.9775
  Batch 350: Loss=0.0898, Acc=0.9978
  Batch 400: Loss=0.1109, Acc=0.9828
  Batch 450: Loss=0.0867, Acc=0.9913
  Batch 500: Loss=0.0752, Acc=0.9924
  Batch 550: Loss=0.0343, Acc=0.9960
  Batch 600: Loss=0.0936, Acc=0.9891
  Batch 650: Loss=0.1168, Acc=0.9842
  Batch 700: Loss=0.1979, Acc=0.9691
  Batch 750: Loss=0.1548, Acc=0.9758
  Batch 800: Loss=0.1267, Acc=0.9869
  Batch 850: Loss=0.1032, Acc=0.9912
  Batch 900: Loss=0.2354, Acc=0.9715
  Batch 950: Loss=0.1790, Acc=0.9718
  Batch 1000: Loss=0.0923, Acc=0.9870
  Batch 1050: Loss=0.0608, Acc=0.9956
  Batch 1100: Loss=0.1259, Acc=0.9838
  Batch 1150: Loss=0.1801, Acc=0.9729
  Batch 1200: Loss=0.0668, Acc=0.9914
  Batch 1250: Loss=0.0514, Acc=0.9942
  Batch 1300: Loss=0.1796, Acc=0.9739
  Batch 1350: Loss=0.1304, Acc=0.9824
  Batch 1400: Loss=0.0606, Acc=0.9919
  Batch 1450: Loss=0.2233, Acc=0.9706
  Batch 1500: Loss=0.1480, Acc=0.9780
  Batch 1550: Loss=0.1328, Acc=0.9822
  Batch 1600: Loss=0.0737, Acc=0.9929
  Batch 1650: Loss=0.2369, Acc=0.9691
  Batch 1700: Loss=0.0815, Acc=0.9951
  Batch 1750: Loss=0.0612, Acc=0.9956
  Batch 1800: Loss=0.0979, Acc=0.9855
  Batch 1850: Loss=0.2153, Acc=0.9690
  Batch 1900: Loss=0.0934, Acc=0.9891
  Batch 1950: Loss=0.1064, Acc=0.9852
  Batch 2000: Loss=0.1663, Acc=0.9760
  Batch 2050: Loss=0.1117, Acc=0.9836
  Batch 2100: Loss=0.0794, Acc=0.9893
  Batch 2150: Loss=0.0752, Acc=0.9924

  Train Loss: 0.1155, Train Acc: 0.9849
  Val Loss: 0.1199, Val Acc: 0.9907
  ✓ Saved best model (val_loss=0.1199)

✓ Training complete. Best validation loss: 0.1199
