
Epoch 1/20
----------------------------------------
  Batch 50: Loss=8.7524, Acc=0.0000
  Batch 700: Loss=2.8151, Acc=0.4106
  Batch 750: Loss=2.3012, Acc=0.4914
  Batch 800: Loss=2.5087, Acc=0.3800
  Batch 850: Loss=2.5722, Acc=0.4469
  Batch 900: Loss=3.1079, Acc=0.3354
  Batch 950: Loss=2.6584, Acc=0.4223
  Batch 1000: Loss=2.0983, Acc=0.4356
  Batch 1050: Loss=2.6895, Acc=0.4205
  Batch 1100: Loss=2.9149, Acc=0.3946
  Batch 1150: Loss=2.2595, Acc=0.4355
  Batch 1200: Loss=2.1343, Acc=0.4479
  Batch 1250: Loss=2.6054, Acc=0.3967
  Batch 1300: Loss=2.5616, Acc=0.4477
  Batch 1350: Loss=2.3179, Acc=0.3817
  Batch 1400: Loss=2.4236, Acc=0.4390

  Train Loss: 2.5485, Train Acc: 0.4157
  Val Loss: 3.0605, Val Acc: 0.4086
  ✓ Saved best model (val_loss=3.0605)

Epoch 19/20
----------------------------------------
  Batch 50: Loss=2.7787, Acc=0.3890
  Batch 100: Loss=2.5675, Acc=0.4075
  Batch 150: Loss=1.9715, Acc=0.4670
  Batch 200: Loss=2.1750, Acc=0.4673
  Batch 250: Loss=2.9864, Acc=0.3895
  Batch 300: Loss=2.7235, Acc=0.3865
  Batch 350: Loss=2.7904, Acc=0.3906
  Batch 400: Loss=1.7948, Acc=0.4618
  Batch 450: Loss=2.4625, Acc=0.4539
  Batch 500: Loss=2.8225, Acc=0.4050
  Batch 550: Loss=2.2544, Acc=0.4577
  Batch 600: Loss=2.4101, Acc=0.4593
  Batch 650: Loss=2.5630, Acc=0.3954
  Batch 700: Loss=2.7606, Acc=0.3971
  Batch 750: Loss=2.6196, Acc=0.4224
  Batch 800: Loss=2.2525, Acc=0.4371
  Batch 850: Loss=3.0709, Acc=0.3678
  Batch 900: Loss=2.9585, Acc=0.3875
  Batch 950: Loss=2.1152, Acc=0.4503
  Batch 1000: Loss=1.9347, Acc=0.4235
  Batch 1050: Loss=1.7544, Acc=0.4976
  Batch 1100: Loss=2.7158, Acc=0.4168
  Batch 1150: Loss=2.5725, Acc=0.4505
  Batch 1200: Loss=2.5796, Acc=0.4153
  Batch 1250: Loss=2.4211, Acc=0.4197
  Batch 1300: Loss=2.6940, Acc=0.3583
  Batch 1350: Loss=3.0357, Acc=0.3656
  Batch 1400: Loss=2.3031, Acc=0.4454

  Train Loss: 2.5139, Train Acc: 0.4240
  Val Loss: 3.0125, Val Acc: 0.4164
  ✓ Saved best model (val_loss=3.0125)

Epoch 20/20
----------------------------------------
  Batch 50: Loss=2.3070, Acc=0.4621
  Batch 100: Loss=2.7317, Acc=0.4047
  Batch 150: Loss=2.0971, Acc=0.5268
  Batch 200: Loss=2.5118, Acc=0.4726
  Batch 250: Loss=1.8430, Acc=0.4354
  Batch 300: Loss=2.7164, Acc=0.4357
  Batch 350: Loss=2.7561, Acc=0.4323
  Batch 400: Loss=2.6350, Acc=0.3753
  Batch 450: Loss=2.3302, Acc=0.4936
  Batch 500: Loss=2.5900, Acc=0.4538
  Batch 550: Loss=2.4587, Acc=0.4474
  Batch 600: Loss=2.3405, Acc=0.4053
  Batch 650: Loss=2.4354, Acc=0.4296
  Batch 700: Loss=2.5075, Acc=0.4563
  Batch 750: Loss=2.2079, Acc=0.4668
  Batch 800: Loss=2.2369, Acc=0.4450
  Batch 850: Loss=2.5828, Acc=0.4418
  Batch 900: Loss=2.4636, Acc=0.4213
  Batch 950: Loss=2.3415, Acc=0.4138
  Batch 1000: Loss=2.1486, Acc=0.4420
  Batch 1050: Loss=3.1350, Acc=0.4150
  Batch 1100: Loss=2.6774, Acc=0.3920
  Batch 1150: Loss=2.2346, Acc=0.5033
  Batch 1200: Loss=2.6166, Acc=0.4438
  Batch 1250: Loss=2.8927, Acc=0.3675
  Batch 1300: Loss=2.2669, Acc=0.4291
  Batch 1350: Loss=2.3421, Acc=0.4514
  Batch 1400: Loss=2.4319, Acc=0.4380

  Train Loss: 2.4826, Train Acc: 0.4321
  Val Loss: 2.9627, Val Acc: 0.4245
  ✓ Saved best model (val_loss=2.9627)

✓ Training complete. Best validation loss: 2.9627
