
Epoch 1/30
----------------------------------------
  Batch 50: Loss=8.8069, Acc=0.0000
  Batch 700: Loss=3.0130, Acc=0.4480
  Batch 750: Loss=3.1627, Acc=0.4029
  Batch 800: Loss=3.0699, Acc=0.3916
  Batch 850: Loss=3.0320, Acc=0.4515
  Batch 900: Loss=2.6352, Acc=0.4379
  Batch 950: Loss=2.7131, Acc=0.4620
  Batch 1000: Loss=2.7173, Acc=0.4927
  Batch 1050: Loss=3.1876, Acc=0.4047
  Batch 1100: Loss=2.9221, Acc=0.4640
  Batch 1150: Loss=2.8671, Acc=0.4064
  Batch 1200: Loss=2.8162, Acc=0.4461
  Batch 1250: Loss=2.8323, Acc=0.4502
  Batch 1300: Loss=2.9395, Acc=0.4340
  Batch 1350: Loss=2.8146, Acc=0.4282
  Batch 1400: Loss=3.1993, Acc=0.3983

  Train Loss: 2.9426, Train Acc: 0.4241
  Val Loss: 2.6900, Val Acc: 0.4902
  ✓ Saved best model (val_loss=2.6900)

Epoch 19/30
----------------------------------------
  Batch 50: Loss=2.9143, Acc=0.4411
  Batch 100: Loss=2.7160, Acc=0.4993
  Batch 150: Loss=2.8331, Acc=0.4579
  Batch 200: Loss=2.9504, Acc=0.4222
  Batch 250: Loss=3.1624, Acc=0.4217
  Batch 300: Loss=2.9373, Acc=0.4046
  Batch 350: Loss=2.7955, Acc=0.4577
  Batch 400: Loss=3.3302, Acc=0.4114
  Batch 450: Loss=2.6535, Acc=0.4967
  Batch 500: Loss=3.0866, Acc=0.4161
  Batch 550: Loss=2.6804, Acc=0.4565
  Batch 600: Loss=2.6617, Acc=0.4686
  Batch 650: Loss=2.6863, Acc=0.4545
  Batch 700: Loss=2.8170, Acc=0.4432
  Batch 750: Loss=2.9305, Acc=0.4278
  Batch 800: Loss=3.3586, Acc=0.3865
  Batch 850: Loss=3.0635, Acc=0.4253
  Batch 900: Loss=2.8765, Acc=0.4355
  Batch 950: Loss=2.7141, Acc=0.4528
  Batch 1000: Loss=2.8003, Acc=0.4481
  Batch 1050: Loss=2.7435, Acc=0.4435
  Batch 1100: Loss=2.7636, Acc=0.4461
  Batch 1150: Loss=2.9337, Acc=0.4411
  Batch 1200: Loss=3.1528, Acc=0.4236
  Batch 1250: Loss=2.7136, Acc=0.4644
  Batch 1300: Loss=3.2241, Acc=0.4059
  Batch 1350: Loss=3.0594, Acc=0.4344
  Batch 1400: Loss=2.7059, Acc=0.4739

  Train Loss: 2.8514, Train Acc: 0.4439
  Val Loss: 2.5107, Val Acc: 0.5333
  ✓ Saved best model (val_loss=2.5107)

Epoch 20/30
----------------------------------------
  Batch 50: Loss=2.7972, Acc=0.4370
  Batch 100: Loss=2.4737, Acc=0.5155
  Batch 150: Loss=2.6643, Acc=0.4983
  Batch 200: Loss=2.7268, Acc=0.4739
  Batch 250: Loss=2.5219, Acc=0.5098
  Batch 300: Loss=2.2756, Acc=0.5233
  Batch 350: Loss=3.0747, Acc=0.4314
  Batch 400: Loss=2.3932, Acc=0.5402
  Batch 450: Loss=2.5661, Acc=0.4729
  Batch 500: Loss=2.9819, Acc=0.4738
  Batch 550: Loss=3.0554, Acc=0.4592
  Batch 600: Loss=2.8626, Acc=0.4529
  Batch 650: Loss=2.6002, Acc=0.4911
  Batch 700: Loss=2.5104, Acc=0.4902
  Batch 750: Loss=2.5259, Acc=0.4805
  Batch 800: Loss=2.4007, Acc=0.5195
  Batch 850: Loss=2.7296, Acc=0.4282
  Batch 900: Loss=2.3636, Acc=0.5369
  Batch 950: Loss=2.5755, Acc=0.4797
  Batch 1000: Loss=2.5793, Acc=0.5197
  Batch 1050: Loss=2.2469, Acc=0.5518
  Batch 1100: Loss=2.6497, Acc=0.5019
  Batch 1150: Loss=2.5039, Acc=0.5167
  Batch 1200: Loss=2.4807, Acc=0.5276
  Batch 1250: Loss=2.6965, Acc=0.4719
  Batch 1300: Loss=2.2515, Acc=0.5654
  Batch 1350: Loss=2.5063, Acc=0.5354
  Batch 1400: Loss=2.3219, Acc=0.5593

  Train Loss: 2.7005, Train Acc: 0.4831
  Val Loss: 2.1552, Val Acc: 0.6249
  ✓ Saved best model (val_loss=2.1552)

Epoch 21/30
----------------------------------------
  Batch 50: Loss=2.4146, Acc=0.5393
  Batch 100: Loss=3.0082, Acc=0.4632
  Batch 150: Loss=2.2738, Acc=0.5308
  Batch 200: Loss=2.3401, Acc=0.5436
  Batch 250: Loss=2.7056, Acc=0.5043
  Batch 300: Loss=2.4117, Acc=0.5378
  Batch 350: Loss=2.2690, Acc=0.5515
  Batch 400: Loss=2.2746, Acc=0.5644
  Batch 450: Loss=2.6432, Acc=0.5101
  Batch 500: Loss=2.4514, Acc=0.5201
  Batch 550: Loss=2.5361, Acc=0.5550
  Batch 600: Loss=2.3771, Acc=0.5501
  Batch 650: Loss=2.8200, Acc=0.5014
  Batch 700: Loss=2.6156, Acc=0.5267
  Batch 750: Loss=2.3506, Acc=0.5515
  Batch 800: Loss=2.5407, Acc=0.5265
  Batch 850: Loss=2.5385, Acc=0.5701
  Batch 900: Loss=2.7029, Acc=0.5499
  Batch 950: Loss=2.6924, Acc=0.5449
  Batch 1000: Loss=2.2200, Acc=0.5694
  Batch 1050: Loss=2.3128, Acc=0.5997
  Batch 1100: Loss=2.1047, Acc=0.5978
  Batch 1150: Loss=2.5100, Acc=0.5620
  Batch 1200: Loss=2.3855, Acc=0.5735
  Batch 1250: Loss=2.0416, Acc=0.6149
  Batch 1300: Loss=2.2297, Acc=0.6072
  Batch 1350: Loss=2.1367, Acc=0.6153
  Batch 1400: Loss=1.9012, Acc=0.6362

  Train Loss: 2.4308, Train Acc: 0.5504
  Val Loss: 1.6419, Val Acc: 0.7343
  ✓ Saved best model (val_loss=1.6419)

Epoch 22/30
----------------------------------------
  Batch 50: Loss=2.0773, Acc=0.6196
  Batch 100: Loss=2.4239, Acc=0.5614
  Batch 150: Loss=2.0305, Acc=0.6424
  Batch 200: Loss=2.1151, Acc=0.6063
  Batch 250: Loss=2.1570, Acc=0.6119
  Batch 300: Loss=2.4750, Acc=0.5589
  Batch 350: Loss=1.9101, Acc=0.6640
  Batch 400: Loss=2.2475, Acc=0.5914
  Batch 450: Loss=2.2858, Acc=0.6148
  Batch 500: Loss=2.2478, Acc=0.6061
  Batch 550: Loss=2.1187, Acc=0.6070
  Batch 600: Loss=2.3946, Acc=0.5729
  Batch 650: Loss=1.8892, Acc=0.6579
  Batch 700: Loss=2.0420, Acc=0.6343
  Batch 750: Loss=1.9518, Acc=0.6443
  Batch 800: Loss=1.5813, Acc=0.7073
  Batch 850: Loss=2.0515, Acc=0.6349
  Batch 900: Loss=2.2742, Acc=0.6105
  Batch 950: Loss=1.9239, Acc=0.6652
  Batch 1000: Loss=2.0311, Acc=0.6371
  Batch 1050: Loss=2.2756, Acc=0.6118
  Batch 1100: Loss=1.9557, Acc=0.6157
  Batch 1150: Loss=1.7128, Acc=0.6650
  Batch 1200: Loss=2.1961, Acc=0.5906
  Batch 1250: Loss=2.1704, Acc=0.6258
  Batch 1300: Loss=2.1684, Acc=0.6116
  Batch 1350: Loss=1.9000, Acc=0.6478
  Batch 1400: Loss=1.9958, Acc=0.6584

  Train Loss: 2.1089, Train Acc: 0.6218
  Val Loss: 1.2387, Val Acc: 0.8128
  ✓ Saved best model (val_loss=1.2387)

Epoch 23/30
----------------------------------------
  Batch 50: Loss=1.9836, Acc=0.6502
  Batch 100: Loss=1.7980, Acc=0.7017
  Batch 150: Loss=1.7683, Acc=0.6586
  Batch 200: Loss=1.6629, Acc=0.6901
  Batch 250: Loss=1.8937, Acc=0.6737
  Batch 300: Loss=1.7641, Acc=0.6757
  Batch 350: Loss=1.6620, Acc=0.7191
  Batch 400: Loss=2.0851, Acc=0.6248
  Batch 450: Loss=2.0159, Acc=0.6434
  Batch 500: Loss=1.8737, Acc=0.6597
  Batch 550: Loss=1.8452, Acc=0.6460
  Batch 600: Loss=1.6254, Acc=0.7027
  Batch 650: Loss=1.7318, Acc=0.6803
  Batch 700: Loss=1.4335, Acc=0.7313
  Batch 750: Loss=1.8506, Acc=0.6691
  Batch 800: Loss=2.2622, Acc=0.6371
  Batch 850: Loss=1.3058, Acc=0.7647
  Batch 900: Loss=1.7324, Acc=0.6980
  Batch 950: Loss=2.1006, Acc=0.6478
  Batch 1000: Loss=2.0760, Acc=0.6615
  Batch 1050: Loss=1.4646, Acc=0.7170
  Batch 1100: Loss=1.7623, Acc=0.6893
  Batch 1150: Loss=1.6987, Acc=0.7054
  Batch 1200: Loss=1.9037, Acc=0.6659
  Batch 1250: Loss=1.9061, Acc=0.6633
  Batch 1300: Loss=1.5806, Acc=0.7380
  Batch 1350: Loss=1.8211, Acc=0.7124
  Batch 1400: Loss=1.8529, Acc=0.6730

  Train Loss: 1.8296, Train Acc: 0.6790
  Val Loss: 0.9463, Val Acc: 0.8641
  ✓ Saved best model (val_loss=0.9463)

Epoch 24/30
----------------------------------------
  Batch 50: Loss=1.3636, Acc=0.7518
  Batch 100: Loss=1.5523, Acc=0.7027
  Batch 150: Loss=1.6957, Acc=0.7139
  Batch 200: Loss=1.6480, Acc=0.7264
  Batch 250: Loss=1.7764, Acc=0.6844
  Batch 300: Loss=1.6759, Acc=0.7133
  Batch 350: Loss=1.5686, Acc=0.7064
  Batch 400: Loss=1.5567, Acc=0.7399
  Batch 450: Loss=1.9288, Acc=0.7053
  Batch 500: Loss=1.3597, Acc=0.7486
  Batch 550: Loss=1.4834, Acc=0.7249
  Batch 600: Loss=1.5466, Acc=0.7464
  Batch 650: Loss=1.6524, Acc=0.7254
  Batch 700: Loss=1.3395, Acc=0.7719
  Batch 750: Loss=1.4697, Acc=0.7500
  Batch 800: Loss=1.4998, Acc=0.7467
  Batch 850: Loss=1.6002, Acc=0.7068
  Batch 900: Loss=1.5067, Acc=0.7453
  Batch 950: Loss=1.2453, Acc=0.7894
  Batch 1000: Loss=1.3322, Acc=0.7715
  Batch 1050: Loss=1.2672, Acc=0.7740
  Batch 1100: Loss=1.0428, Acc=0.8299
  Batch 1150: Loss=1.4170, Acc=0.7575
  Batch 1200: Loss=1.1386, Acc=0.7986
  Batch 1250: Loss=1.2348, Acc=0.7884
  Batch 1300: Loss=1.5471, Acc=0.7463
  Batch 1350: Loss=1.5019, Acc=0.7521
  Batch 1400: Loss=1.6603, Acc=0.7303

  Train Loss: 1.5182, Train Acc: 0.7398
  Val Loss: 0.6698, Val Acc: 0.9104
  ✓ Saved best model (val_loss=0.6698)

Epoch 25/30
----------------------------------------
  Batch 50: Loss=1.8207, Acc=0.7258
  Batch 100: Loss=1.2615, Acc=0.7968
  Batch 150: Loss=1.3766, Acc=0.7860
  Batch 200: Loss=1.4843, Acc=0.7431
  Batch 250: Loss=1.3711, Acc=0.7663
  Batch 300: Loss=1.3812, Acc=0.7613
  Batch 350: Loss=1.1406, Acc=0.8135
  Batch 400: Loss=1.3349, Acc=0.7728
  Batch 450: Loss=1.2606, Acc=0.7874
  Batch 500: Loss=1.0216, Acc=0.8170
  Batch 550: Loss=0.9725, Acc=0.8406
  Batch 600: Loss=1.0943, Acc=0.8303
  Batch 650: Loss=1.2581, Acc=0.7759
  Batch 700: Loss=1.2584, Acc=0.7922
  Batch 750: Loss=1.5326, Acc=0.7513
  Batch 800: Loss=1.1473, Acc=0.8100
  Batch 850: Loss=1.0446, Acc=0.8197
  Batch 900: Loss=1.4547, Acc=0.7763
  Batch 950: Loss=1.2643, Acc=0.7834
  Batch 1000: Loss=1.1889, Acc=0.7987
  Batch 1050: Loss=1.1649, Acc=0.7971
  Batch 1100: Loss=0.9207, Acc=0.8552
  Batch 1150: Loss=1.0913, Acc=0.8206
  Batch 1200: Loss=0.9637, Acc=0.8419
  Batch 1250: Loss=1.0616, Acc=0.8274
  Batch 1300: Loss=0.9883, Acc=0.8168
  Batch 1350: Loss=0.8452, Acc=0.8638
  Batch 1400: Loss=1.1283, Acc=0.8152

  Train Loss: 1.1961, Train Acc: 0.7994
  Val Loss: 0.5153, Val Acc: 0.9333
  ✓ Saved best model (val_loss=0.5153)

Epoch 26/30
----------------------------------------
  Batch 50: Loss=1.2310, Acc=0.7889
  Batch 100: Loss=1.1182, Acc=0.8158
  Batch 150: Loss=1.0822, Acc=0.8160
  Batch 200: Loss=1.1217, Acc=0.8279
  Batch 250: Loss=0.8747, Acc=0.8492
  Batch 300: Loss=1.0768, Acc=0.8113
  Batch 350: Loss=0.9092, Acc=0.8575
  Batch 400: Loss=0.9507, Acc=0.8329
  Batch 450: Loss=1.0479, Acc=0.8300
  Batch 500: Loss=1.0385, Acc=0.8196
  Batch 550: Loss=1.2455, Acc=0.7975
  Batch 600: Loss=0.7686, Acc=0.8666
  Batch 650: Loss=0.8900, Acc=0.8458
  Batch 700: Loss=0.7979, Acc=0.8748
  Batch 750: Loss=0.9901, Acc=0.8463
  Batch 800: Loss=0.8495, Acc=0.8595
  Batch 850: Loss=0.7844, Acc=0.8724
  Batch 900: Loss=1.0389, Acc=0.8212
  Batch 950: Loss=0.9032, Acc=0.8479
  Batch 1000: Loss=0.9360, Acc=0.8391
  Batch 1050: Loss=1.0135, Acc=0.8367
  Batch 1100: Loss=0.5072, Acc=0.9171
  Batch 1150: Loss=0.9582, Acc=0.8318
  Batch 1200: Loss=0.7226, Acc=0.8737
  Batch 1250: Loss=0.8763, Acc=0.8408
  Batch 1300: Loss=1.1328, Acc=0.8314
  Batch 1350: Loss=0.8523, Acc=0.8532
  Batch 1400: Loss=0.8480, Acc=0.8419

  Train Loss: 0.9917, Train Acc: 0.8357
  Val Loss: 0.4196, Val Acc: 0.9476
  ✓ Saved best model (val_loss=0.4196)

Epoch 27/30
----------------------------------------
  Batch 50: Loss=0.9162, Acc=0.8438
  Batch 100: Loss=0.8978, Acc=0.8547
  Batch 150: Loss=1.1772, Acc=0.8048
  Batch 200: Loss=0.6997, Acc=0.8709
  Batch 250: Loss=0.9336, Acc=0.8389
  Batch 300: Loss=1.1248, Acc=0.8296
  Batch 350: Loss=1.1441, Acc=0.8103
  Batch 400: Loss=0.8135, Acc=0.8534
  Batch 450: Loss=0.7240, Acc=0.8831
  Batch 500: Loss=0.8727, Acc=0.8480
  Batch 550: Loss=0.7473, Acc=0.8826
  Batch 600: Loss=0.7633, Acc=0.8674
  Batch 650: Loss=0.7556, Acc=0.8804
  Batch 700: Loss=0.8204, Acc=0.8777
  Batch 750: Loss=0.7206, Acc=0.8825
  Batch 800: Loss=0.8428, Acc=0.8705
  Batch 850: Loss=0.7328, Acc=0.8638
  Batch 900: Loss=0.7892, Acc=0.8551
  Batch 950: Loss=0.9896, Acc=0.8290
  Batch 1000: Loss=0.9187, Acc=0.8632
  Batch 1050: Loss=1.0957, Acc=0.8390
  Batch 1100: Loss=0.8678, Acc=0.8606
  Batch 1150: Loss=0.9154, Acc=0.8517
  Batch 1200: Loss=0.9703, Acc=0.8372
  Batch 1250: Loss=1.0460, Acc=0.8177
  Batch 1300: Loss=0.6351, Acc=0.8967
  Batch 1350: Loss=0.8545, Acc=0.8652
  Batch 1400: Loss=0.8098, Acc=0.8645

  Train Loss: 0.8632, Train Acc: 0.8583
  Val Loss: 0.3598, Val Acc: 0.9567
  ✓ Saved best model (val_loss=0.3598)

Epoch 28/30
----------------------------------------
  Batch 50: Loss=0.7364, Acc=0.8871
  Batch 100: Loss=0.7897, Acc=0.8660
  Batch 150: Loss=0.6731, Acc=0.8929
  Batch 200: Loss=0.9078, Acc=0.8577
  Batch 250: Loss=1.1139, Acc=0.8212
  Batch 300: Loss=0.7029, Acc=0.8870
  Batch 350: Loss=0.6522, Acc=0.8977
  Batch 400: Loss=0.8194, Acc=0.8575
  Batch 450: Loss=0.7650, Acc=0.8857
  Batch 500: Loss=0.7897, Acc=0.8662
  Batch 550: Loss=0.7443, Acc=0.8722
  Batch 600: Loss=0.8281, Acc=0.8510
  Batch 650: Loss=0.6971, Acc=0.8821
  Batch 700: Loss=0.5959, Acc=0.9032
  Batch 750: Loss=0.9280, Acc=0.8494
  Batch 800: Loss=0.8486, Acc=0.8579
  Batch 850: Loss=0.8650, Acc=0.8632
  Batch 900: Loss=0.7805, Acc=0.8703
  Batch 950: Loss=0.6273, Acc=0.9002
  Batch 1000: Loss=0.5411, Acc=0.8980
  Batch 1050: Loss=0.7973, Acc=0.8573
  Batch 1100: Loss=0.7022, Acc=0.8864
  Batch 1150: Loss=1.1797, Acc=0.8010
  Batch 1200: Loss=0.7169, Acc=0.8907
  Batch 1250: Loss=0.9737, Acc=0.8441
  Batch 1300: Loss=0.8224, Acc=0.8515
  Batch 1350: Loss=0.6035, Acc=0.8969
  Batch 1400: Loss=0.7178, Acc=0.8872

  Train Loss: 0.7729, Train Acc: 0.8736
  Val Loss: 0.3134, Val Acc: 0.9636
  ✓ Saved best model (val_loss=0.3134)

Epoch 29/30
----------------------------------------
  Batch 50: Loss=0.9677, Acc=0.8581
  Batch 100: Loss=0.6379, Acc=0.8938
  Batch 150: Loss=0.8417, Acc=0.8736
  Batch 200: Loss=0.7184, Acc=0.8918
  Batch 250: Loss=0.5622, Acc=0.9021
  Batch 300: Loss=0.9306, Acc=0.8564
  Batch 350: Loss=0.7282, Acc=0.8923
  Batch 400: Loss=0.6456, Acc=0.8982
  Batch 450: Loss=0.6242, Acc=0.8897
  Batch 500: Loss=0.5862, Acc=0.9073
  Batch 550: Loss=0.9366, Acc=0.8645
  Batch 600: Loss=0.7597, Acc=0.8901
  Batch 650: Loss=0.8255, Acc=0.8603
  Batch 700: Loss=0.6673, Acc=0.8894
  Batch 750: Loss=0.6380, Acc=0.8870
  Batch 800: Loss=0.7874, Acc=0.8768
  Batch 850: Loss=0.5770, Acc=0.9089
  Batch 900: Loss=0.7701, Acc=0.8741
  Batch 950: Loss=0.4550, Acc=0.9297
  Batch 1000: Loss=0.8668, Acc=0.8620
  Batch 1050: Loss=0.6740, Acc=0.8861
  Batch 1100: Loss=0.7962, Acc=0.8720
  Batch 1150: Loss=0.6358, Acc=0.8987
  Batch 1200: Loss=0.4427, Acc=0.9280
  Batch 1250: Loss=0.6982, Acc=0.8888
  Batch 1300: Loss=0.8817, Acc=0.8462
  Batch 1350: Loss=0.6723, Acc=0.8872
  Batch 1400: Loss=0.5777, Acc=0.9014

  Train Loss: 0.7028, Train Acc: 0.8860
  Val Loss: 0.2785, Val Acc: 0.9690
  ✓ Saved best model (val_loss=0.2785)

Epoch 30/30
----------------------------------------
  Batch 50: Loss=0.7408, Acc=0.8890
  Batch 100: Loss=0.6454, Acc=0.8930
  Batch 150: Loss=0.5995, Acc=0.8942
  Batch 200: Loss=0.6274, Acc=0.8996
  Batch 250: Loss=0.5759, Acc=0.9111
  Batch 300: Loss=0.7517, Acc=0.8725
  Batch 350: Loss=0.4825, Acc=0.9237
  Batch 400: Loss=0.8231, Acc=0.8613
  Batch 450: Loss=0.6675, Acc=0.8918
  Batch 500: Loss=0.7291, Acc=0.8865
  Batch 550: Loss=0.5467, Acc=0.9254
  Batch 600: Loss=0.6326, Acc=0.8939
  Batch 650: Loss=0.5620, Acc=0.9116
  Batch 700: Loss=0.5523, Acc=0.9110
  Batch 750: Loss=0.5501, Acc=0.9120
  Batch 800: Loss=0.5129, Acc=0.9061
  Batch 850: Loss=0.7867, Acc=0.8722
  Batch 900: Loss=0.4332, Acc=0.9284
  Batch 950: Loss=0.3968, Acc=0.9382
  Batch 1000: Loss=0.7878, Acc=0.8700
  Batch 1050: Loss=0.6540, Acc=0.8922
  Batch 1100: Loss=0.5034, Acc=0.9177
  Batch 1150: Loss=0.7519, Acc=0.8850
  Batch 1200: Loss=0.3842, Acc=0.9264
  Batch 1250: Loss=0.4590, Acc=0.9311
  Batch 1300: Loss=1.0927, Acc=0.8484
  Batch 1350: Loss=0.4214, Acc=0.9218
  Batch 1400: Loss=0.5489, Acc=0.9089

  Train Loss: 0.6415, Train Acc: 0.8963
  Val Loss: 0.2505, Val Acc: 0.9731
  ✓ Saved best model (val_loss=0.2505)

✓ Training complete. Best validation loss: 0.2505
